"ZIP
code [1]",Size of adjusted gross income,Number of returns
44112,"$25,000 under $50,000",2110
44112,"$50,000 under $75,000",600
44112,"$75,000 under $100,000",220
44112,"$100,000 under $200,000",160
44112,"$200,000 or more",**
,,
44113,,"8,430"
44113,"$1 under $25,000",2760
44113,"$25,000 under $50,000",2240
44113,"$50,000 under $75,000",1540
44113,"$75,000 under $100,000",690
44113,"$100,000 under $200,000",810
44113,"$200,000 or more",390
,,
44114,,"3,140"
44114,"$1 under $25,000",1240
44114,"$25,000 under $50,000",740
44114,"$50,000 under $75,000",490
44114,"$75,000 under $100,000",200
44114,"$100,000 under $200,000",250
44114,"$200,000 or more",220
,,
44115,,"2,830"
44115,"$1 under $25,000",1650
44115,"$25,000 under $50,000",500
44115,"$50,000 under $75,000",320
44115,"$75,000 under $100,000",120
44115,"$100,000 under $200,000",170
44115,"$200,000 or more",70
,,
44116,,"11,570"
44116,"$1 under $25,000",3080
44116,"$25,000 under $50,000",2200
44116,"$50,000 under $75,000",1790
44116,"$75,000 under $100,000",1180
44116,"$100,000 under $200,000",2170
44116,"$200,000 or more",1150
,,
44117,,"4,530"
44117,"$1 under $25,000",2090
44117,"$25,000 under $50,000",1370
44117,"$50,000 under $75,000",590
44117,"$75,000 under $100,000",280
44117,"$100,000 under $200,000",200
44117,"$200,000 or more",**
,,
44118,,"17,930"
44118,"$1 under $25,000",6120
44118,"$25,000 under $50,000",4190
44118,"$50,000 under $75,000",2650
44118,"$75,000 under $100,000",1630
44118,"$100,000 under $200,000",2450
44118,"$200,000 or more",890
,,
44119,,"6,200"
44119,"$1 under $25,000",2590
44119,"$25,000 under $50,000",2010
44119,"$50,000 under $75,000",880
44119,"$75,000 under $100,000",370
44119,"$100,000 under $200,000",310
44119,"$200,000 or more",40
,,
44120,,"15,310"
44120,"$1 under $25,000",7120
44120,"$25,000 under $50,000",4030
44120,"$50,000 under $75,000",1470
44120,"$75,000 under $100,000",780
44120,"$100,000 under $200,000",1110
44120,"$200,000 or more",800
,,
44121,,"16,290"
44121,"$1 under $25,000",6260
44121,"$25,000 under $50,000",4640
44121,"$50,000 under $75,000",2580
44121,"$75,000 under $100,000",1330
44121,"$100,000 under $200,000",1310
44121,"$200,000 or more",170
,,
44122,,"16,850"
44122,"$1 under $25,000",4750
44122,"$25,000 under $50,000",3130
44122,"$50,000 under $75,000",2180
44122,"$75,000 under $100,000",1500
44122,"$100,000 under $200,000",2790
44122,"$200,000 or more",2500
,,
44123,,"8,640"
44123,"$1 under $25,000",3810
44123,"$25,000 under $50,000",2860
44123,"$50,000 under $75,000",1060
44123,"$75,000 under $100,000",490
44123,"$100,000 under $200,000",370
44123,"$200,000 or more",50
,,
44124,,"21,140"
44124,"$1 under $25,000",6080
44124,"$25,000 under $50,000",5040
44124,"$50,000 under $75,000",3560
44124,"$75,000 under $100,000",2250
44124,"$100,000 under $200,000",2710
44124,"$200,000 or more",1500
,,
44125,,"13,910"
44125,"$1 under $25,000",5820
44125,"$25,000 under $50,000",4550
44125,"$50,000 under $75,000",1930
44125,"$75,000 under $100,000",870
44125,"$100,000 under $200,000",680
44125,"$200,000 or more",60
,,
44126,,"9,410"
44126,"$1 under $25,000",2770
44126,"$25,000 under $50,000",2290
44126,"$50,000 under $75,000",1730
44126,"$75,000 under $100,000",1090
44126,"$100,000 under $200,000",1260
44126,"$200,000 or more",270
,,
44127,,"1,550"
44127,"$1 under $25,000",1060
44127,"$25,000 under $50,000",380
44127,"$50,000 under $75,000",80
44127,"$75,000 under $100,000",30
44127,"$100,000 under $200,000",**
44127,"$200,000 or more",**
,,
44128,,"13,520"
44128,"$1 under $25,000",6840
44128,"$25,000 under $50,000",4520
44128,"$50,000 under $75,000",1380
44128,"$75,000 under $100,000",470
44128,"$100,000 under $200,000",290
44128,"$200,000 or more",20
,,
44129,,"14,970"
44129,"$1 under $25,000",5320
44129,"$25,000 under $50,000",4640
44129,"$50,000 under $75,000",2550
44129,"$75,000 under $100,000",1370
44129,"$100,000 under $200,000",1000
44129,"$200,000 or more",90
,,
44130,,"27,730"
44130,"$1 under $25,000",9700
44130,"$25,000 under $50,000",7790
44130,"$50,000 under $75,000",4800
44130,"$75,000 under $100,000",2800
44130,"$100,000 under $200,000",2360
44130,"$200,000 or more",280
,,
44131,,"11,460"
44131,"$1 under $25,000",3220
44131,"$25,000 under $50,000",2300
44131,"$50,000 under $75,000",2020
44131,"$75,000 under $100,000",1460
44131,"$100,000 under $200,000",1960
44131,"$200,000 or more",500
,,
44132,,"7,160"
44132,"$1 under $25,000",3310
44132,"$25,000 under $50,000",2240
44132,"$50,000 under $75,000",920
44132,"$75,000 under $100,000",390
44132,"$100,000 under $200,000",260
44132,"$200,000 or more",40
,,
44133,,"16,800"
44133,"$1 under $25,000",4960
44133,"$25,000 under $50,000",4010
44133,"$50,000 under $75,000",2640
44133,"$75,000 under $100,000",1830
44133,"$100,000 under $200,000",2650
44133,"$200,000 or more",710
,,
44134,,"20,260"
44134,"$1 under $25,000",7080
44134,"$25,000 under $50,000",6120
44134,"$50,000 under $75,000",3590
44134,"$75,000 under $100,000",1900
44134,"$100,000 under $200,000",1470
44134,"$200,000 or more",100
,,
44135,,"12,660"
44135,"$1 under $25,000",5700
44135,"$25,000 under $50,000",3970
44135,"$50,000 under $75,000",1750
44135,"$75,000 under $100,000",760
44135,"$100,000 under $200,000",450
44135,"$200,000 or more",30
,,
44136,,"13,470"
44136,"$1 under $25,000",3930
44136,"$25,000 under $50,000",2710
44136,"$50,000 under $75,000",2130
44136,"$75,000 under $100,000",1640
44136,"$100,000 under $200,000",2410
44136,"$200,000 or more",650
,,
44137,,"11,360"
44137,"$1 under $25,000",5270
44137,"$25,000 under $50,000",3730
44137,"$50,000 under $75,000",1450
44137,"$75,000 under $100,000",560
44137,"$100,000 under $200,000",350
44137,"$200,000 or more",**
,,
44138,,"11,890"
44138,"$1 under $25,000",3540
44138,"$25,000 under $50,000",2670
44138,"$50,000 under $75,000",1950
44138,"$75,000 under $100,000",1410
44138,"$100,000 under $200,000",1940
44138,"$200,000 or more",380
,,
44139,,"12,330"
44139,"$1 under $25,000",3410
44139,"$25,000 under $50,000",1870
44139,"$50,000 under $75,000",1540
44139,"$75,000 under $100,000",1250
44139,"$100,000 under $200,000",2580
44139,"$200,000 or more",1680
,,
44140,,"8,010"
44140,"$1 under $25,000",1940
44140,"$25,000 under $50,000",1120
44140,"$50,000 under $75,000",1240
44140,"$75,000 under $100,000",960
44140,"$100,000 under $200,000",1870
44140,"$200,000 or more",880
,,
44141,,"7,300"
44141,"$1 under $25,000",1830
44141,"$25,000 under $50,000",1010
44141,"$50,000 under $75,000",960
44141,"$75,000 under $100,000",850
44141,"$100,000 under $200,000",1740
44141,"$200,000 or more",910
,,
44142,,"10,420"
44142,"$1 under $25,000",3920
44142,"$25,000 under $50,000",3190
44142,"$50,000 under $75,000",1740
44142,"$75,000 under $100,000",900
44142,"$100,000 under $200,000",640
44142,"$200,000 or more",30
,,
44143,,"13,260"
44143,"$1 under $25,000",4140
44143,"$25,000 under $50,000",2830
44143,"$50,000 under $75,000",2020
44143,"$75,000 under $100,000",1360
44143,"$100,000 under $200,000",2110
44143,"$200,000 or more",800
,,
44144,,"11,350"
44144,"$1 under $25,000",4430
44144,"$25,000 under $50,000",3800
44144,"$50,000 under $75,000",1770
44144,"$75,000 under $100,000",800
44144,"$100,000 under $200,000",500
44144,"$200,000 or more",50
,,
44145,,"17,700"
44145,"$1 under $25,000",4930
44145,"$25,000 under $50,000",3140
44145,"$50,000 under $75,000",2710
44145,"$75,000 under $100,000",1870
44145,"$100,000 under $200,000",3040
44145,"$200,000 or more",2010
,,
44146,,"15,520"
44146,"$1 under $25,000",6070
44146,"$25,000 under $50,000",5150
44146,"$50,000 under $75,000",2350
44146,"$75,000 under $100,000",1070
44146,"$100,000 under $200,000",800
44146,"$200,000 or more",80
,,
44147,,"10,700"
44147,"$1 under $25,000",2960
44147,"$25,000 under $50,000",2190
44147,"$50,000 under $75,000",1590
44147,"$75,000 under $100,000",1190
44147,"$100,000 under $200,000",1980
44147,"$200,000 or more",790
,,
44149,,"10,610"
44149,"$1 under $25,000",2860
44149,"$25,000 under $50,000",1830
44149,"$50,000 under $75,000",1610
44149,"$75,000 under $100,000",1320
44149,"$100,000 under $200,000",2210
44149,"$200,000 or more",780
,,
44201,,"3,230"
44201,"$1 under $25,000",1030
44201,"$25,000 under $50,000",890
44201,"$50,000 under $75,000",580
44201,"$75,000 under $100,000",360
44201,"$100,000 under $200,000",320
44201,"$200,000 or more",50
,,
44202,,"10,880"
44202,"$1 under $25,000",2960
44202,"$25,000 under $50,000",1800
44202,"$50,000 under $75,000",1550
44202,"$75,000 under $100,000",1190
44202,"$100,000 under $200,000",2370
44202,"$200,000 or more",1010
,,
44203,,"19,090"
44203,"$1 under $25,000",7480
44203,"$25,000 under $50,000",5560
44203,"$50,000 under $75,000",2960
44203,"$75,000 under $100,000",1580
44203,"$100,000 under $200,000",1320
44203,"$200,000 or more",190
,,
44212,,"23,740"
44212,"$1 under $25,000",7390
44212,"$25,000 under $50,000",5670
44212,"$50,000 under $75,000",4100
44212,"$75,000 under $100,000",2820
44212,"$100,000 under $200,000",3370
44212,"$200,000 or more",390
,,
44214,,"1,040"
44214,"$1 under $25,000",370
44214,"$25,000 under $50,000",260
44214,"$50,000 under $75,000",170
44214,"$75,000 under $100,000",120
44214,"$100,000 under $200,000",120
44214,"$200,000 or more",**
,,
44215,,"1,100"
44215,"$1 under $25,000",380
44215,"$25,000 under $50,000",320
44215,"$50,000 under $75,000",190
44215,"$75,000 under $100,000",110
44215,"$100,000 under $200,000",100
44215,"$200,000 or more",**
,,
44216,,"4,780"
44216,"$1 under $25,000",1440
44216,"$25,000 under $50,000",1120
44216,"$50,000 under $75,000",830
44216,"$75,000 under $100,000",570
44216,"$100,000 under $200,000",670
44216,"$200,000 or more",150
,,
44217,,"1,950"
44217,"$1 under $25,000",670
44217,"$25,000 under $50,000",560
44217,"$50,000 under $75,000",330
44217,"$75,000 under $100,000",190
44217,"$100,000 under $200,000",200
44217,"$200,000 or more",**
,,
44221,,"15,650"
44221,"$1 under $25,000",5340
44221,"$25,000 under $50,000",5290
44221,"$50,000 under $75,000",2790
44221,"$75,000 under $100,000",1270
44221,"$100,000 under $200,000",890
44221,"$200,000 or more",70
,,
44223,,"9,630"
44223,"$1 under $25,000",2920
44223,"$25,000 under $50,000",2310
44223,"$50,000 under $75,000",1690
44223,"$75,000 under $100,000",1090
44223,"$100,000 under $200,000",1260
44223,"$200,000 or more",360
,,
44224,,"20,130"
44224,"$1 under $25,000",6130
44224,"$25,000 under $50,000",4560
44224,"$50,000 under $75,000",3260
44224,"$75,000 under $100,000",2250
44224,"$100,000 under $200,000",3230
44224,"$200,000 or more",700
,,
44230,,"4,000"
44230,"$1 under $25,000",1340
44230,"$25,000 under $50,000",970
44230,"$50,000 under $75,000",690
44230,"$75,000 under $100,000",420
44230,"$100,000 under $200,000",480
44230,"$200,000 or more",100
,,
44231,,"4,030"
44231,"$1 under $25,000",1350
44231,"$25,000 under $50,000",1150
44231,"$50,000 under $75,000",730
44231,"$75,000 under $100,000",420
44231,"$100,000 under $200,000",330
44231,"$200,000 or more",50
,,
44233,,"4,200"
44233,"$1 under $25,000",1180
44233,"$25,000 under $50,000",650
44233,"$50,000 under $75,000",580
44233,"$75,000 under $100,000",440
44233,"$100,000 under $200,000",870
44233,"$200,000 or more",480
,,
44234,,"1,770"
44234,"$1 under $25,000",550
44234,"$25,000 under $50,000",440
44234,"$50,000 under $75,000",300
44234,"$75,000 under $100,000",190
44234,"$100,000 under $200,000",230
44234,"$200,000 or more",60
,,
44235,,650
44235,"$1 under $25,000",210
44235,"$25,000 under $50,000",200
44235,"$50,000 under $75,000",90
44235,"$75,000 under $100,000",70
44235,"$100,000 under $200,000",80
44235,"$200,000 or more",**
,,
44236,,"12,530"
44236,"$1 under $25,000",3200
44236,"$25,000 under $50,000",1320
44236,"$50,000 under $75,000",1310
44236,"$75,000 under $100,000",1170
44236,"$100,000 under $200,000",3190
44236,"$200,000 or more",2340
,,
44240,,"16,000"
44240,"$1 under $25,000",6370
44240,"$25,000 under $50,000",3730
44240,"$50,000 under $75,000",2250
44240,"$75,000 under $100,000",1480
44240,"$100,000 under $200,000",1830
44240,"$200,000 or more",340
,,
44241,,"9,160"
44241,"$1 under $25,000",3010
44241,"$25,000 under $50,000",2560
44241,"$50,000 under $75,000",1540
44241,"$75,000 under $100,000",900
44241,"$100,000 under $200,000",1020
44241,"$200,000 or more",130
,,
44253,,"1,850"
44253,"$1 under $25,000",550
44253,"$25,000 under $50,000",460
44253,"$50,000 under $75,000",290
44253,"$75,000 under $100,000",240
44253,"$100,000 under $200,000",270
44253,"$200,000 or more",40
,,
44254,,"2,480"
44254,"$1 under $25,000",960
44254,"$25,000 under $50,000",720
44254,"$50,000 under $75,000",380
44254,"$75,000 under $100,000",200
44254,"$100,000 under $200,000",190
44254,"$200,000 or more",30
,,
44255,,"3,990"
44255,"$1 under $25,000",1330
44255,"$25,000 under $50,000",1100
44255,"$50,000 under $75,000",650
44255,"$75,000 under $100,000",420
44255,"$100,000 under $200,000",420
44255,"$200,000 or more",70
,,
44256,,"32,260"
44256,"$1 under $25,000",9650
44256,"$25,000 under $50,000",6280
44256,"$50,000 under $75,000",4740
44256,"$75,000 under $100,000",3670
44256,"$100,000 under $200,000",5980
44256,"$200,000 or more",1940
,,
44260,,"6,910"
44260,"$1 under $25,000",2310
44260,"$25,000 under $50,000",1790
44260,"$50,000 under $75,000",1190
44260,"$75,000 under $100,000",770
44260,"$100,000 under $200,000",720
44260,"$200,000 or more",130
,,
44262,,"2,670"
44262,"$1 under $25,000",770
44262,"$25,000 under $50,000",630
44262,"$50,000 under $75,000",460
44262,"$75,000 under $100,000",320
44262,"$100,000 under $200,000",420
44262,"$200,000 or more",70
,,
44264,,"1,490"
44264,"$1 under $25,000",400
44264,"$25,000 under $50,000",300
44264,"$50,000 under $75,000",230
44264,"$75,000 under $100,000",170
44264,"$100,000 under $200,000",270
44264,"$200,000 or more",120
,,
44266,,"15,950"
44266,"$1 under $25,000",5960
44266,"$25,000 under $50,000",4740
44266,"$50,000 under $75,000",2480
44266,"$75,000 under $100,000",1330
44266,"$100,000 under $200,000",1280
44266,"$200,000 or more",160
,,
44270,,"4,060"
44270,"$1 under $25,000",1510
44270,"$25,000 under $50,000",1170
44270,"$50,000 under $75,000",660
44270,"$75,000 under $100,000",390
44270,"$100,000 under $200,000",290
44270,"$200,000 or more",40
,,
44272,,"2,770"
44272,"$1 under $25,000",870
44272,"$25,000 under $50,000",710
44272,"$50,000 under $75,000",490
44272,"$75,000 under $100,000",300
44272,"$100,000 under $200,000",350
44272,"$200,000 or more",50
,,
44273,,"3,470"
44273,"$1 under $25,000",1050
44273,"$25,000 under $50,000",860
44273,"$50,000 under $75,000",600
44273,"$75,000 under $100,000",390
44273,"$100,000 under $200,000",480
44273,"$200,000 or more",90
,,
44275,,"1,630"
44275,"$1 under $25,000",470
44275,"$25,000 under $50,000",440
44275,"$50,000 under $75,000",300
44275,"$75,000 under $100,000",200
44275,"$100,000 under $200,000",190
44275,"$200,000 or more",30
,,
44276,,980
44276,"$1 under $25,000",320
44276,"$25,000 under $50,000",280
44276,"$50,000 under $75,000",160
44276,"$75,000 under $100,000",100
44276,"$100,000 under $200,000",120
44276,"$200,000 or more",**
,,
44278,,"9,440"
44278,"$1 under $25,000",3010
44278,"$25,000 under $50,000",2210
44278,"$50,000 under $75,000",1610
44278,"$75,000 under $100,000",1130
44278,"$100,000 under $200,000",1230
44278,"$200,000 or more",250
,,
44280,,"2,900"
44280,"$1 under $25,000",770
44280,"$25,000 under $50,000",620
44280,"$50,000 under $75,000",440
44280,"$75,000 under $100,000",420
44280,"$100,000 under $200,000",540
44280,"$200,000 or more",110
,,
44281,,"15,470"
44281,"$1 under $25,000",4570
44281,"$25,000 under $50,000",3500
44281,"$50,000 under $75,000",2490
44281,"$75,000 under $100,000",1710
44281,"$100,000 under $200,000",2480
44281,"$200,000 or more",720
,,
44286,,"3,340"
44286,"$1 under $25,000",920
44286,"$25,000 under $50,000",580
44286,"$50,000 under $75,000",430
44286,"$75,000 under $100,000",360
44286,"$100,000 under $200,000",550
44286,"$200,000 or more",500
,,
44287,,"3,390"
44287,"$1 under $25,000",1160
44287,"$25,000 under $50,000",980
44287,"$50,000 under $75,000",600
44287,"$75,000 under $100,000",350
44287,"$100,000 under $200,000",260
44287,"$200,000 or more",40
,,
44288,,"1,720"
44288,"$1 under $25,000",700
44288,"$25,000 under $50,000",520
44288,"$50,000 under $75,000",280
44288,"$75,000 under $100,000",130
44288,"$100,000 under $200,000",90
44288,"$200,000 or more",**
,,
44301,,"6,600"
44301,"$1 under $25,000",3110
44301,"$25,000 under $50,000",2060
44301,"$50,000 under $75,000",820
44301,"$75,000 under $100,000",390
44301,"$100,000 under $200,000",220
44301,"$200,000 or more",**
,,
44302,,"2,290"
44302,"$1 under $25,000",1210
44302,"$25,000 under $50,000",640
44302,"$50,000 under $75,000",240
44302,"$75,000 under $100,000",100
44302,"$100,000 under $200,000",100
44302,"$200,000 or more",**
,,
44303,,"3,890"
44303,"$1 under $25,000",1440
44303,"$25,000 under $50,000",870
44303,"$50,000 under $75,000",520
44303,"$75,000 under $100,000",350
44303,"$100,000 under $200,000",480
44303,"$200,000 or more",230
,,
44304,,"1,010"
44304,"$1 under $25,000",740
44304,"$25,000 under $50,000",210
44304,"$50,000 under $75,000",60
44304,"$75,000 under $100,000",**
44304,"$100,000 under $200,000",**
44304,"$200,000 or more",**
,,
44305,,"9,880"
44305,"$1 under $25,000",4590
44305,"$25,000 under $50,000",3260
44305,"$50,000 under $75,000",1250
44305,"$75,000 under $100,000",490
44305,"$100,000 under $200,000",290
44305,"$200,000 or more",**
,,
44306,,"9,120"
44306,"$1 under $25,000",5270
44306,"$25,000 under $50,000",2700
44306,"$50,000 under $75,000",770
44306,"$75,000 under $100,000",250
44306,"$100,000 under $200,000",130
44306,"$200,000 or more",**
,,
44307,,"2,990"
44307,"$1 under $25,000",1930
44307,"$25,000 under $50,000",760
44307,"$50,000 under $75,000",190
44307,"$75,000 under $100,000",70
44307,"$100,000 under $200,000",40
44307,"$200,000 or more",**
,,
44308,,290
44308,"$1 under $25,000",180
44308,"$25,000 under $50,000",30
44308,"$50,000 under $75,000",40
